,X,oldspec,Abundance,SurveyUnits,SurveyType,SurveyYear,SurveyID,SiteName,Site,Plot,FireFreq,FireEvents,FirePeriod,FireStart,FireLast,FireType,FireSeason,GenusSpecies,genus,species,Family,symb
407,43999,Euclea natalensis,148,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Euclea natalensis,Euclea,natalensis,Ebenaceae,am
408,44000,Diospyros lycioides,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Diospyros lycioides,Diospyros,lycioides,Ebenaceae,am
409,44001,Diospyros mespiliformis,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Diospyros mespiliformis,Diospyros,mespiliformis,Ebenaceae,am
410,44002,Dichrostachys cinerea,303,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
411,44003,Dalbergia melanoxylon,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
412,44004,Peltophorum africanum,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Peltophorum africanum,Peltophorum,africanum,Leguminosae,am
413,44005,Senna petersiana,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Senna petersiana,Senna,petersiana,Leguminosae,am
414,44006,Cassia aethiopica,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Cassia aethiopica,Cassia,aethiopica,Leguminosae,am
415,44007,Acacia gerrardii,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Acacia gerrardii,Acacia,gerrardii,Leguminosae,nfix
416,44008,Mundulea sericea,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Mundulea sericea,Mundulea,sericea,Leguminosae,nfix
417,44009,Schotia brachypetala,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Schotia brachypetala,Schotia,brachypetala,Leguminosae,am
418,44010,Strychnos madagascariensis,112,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Strychnos madagascariensis,Strychnos,madagascariensis,Loganiaceae,am
419,44011,Grewia flavescens,18,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Grewia flavescens,Grewia,flavescens,Malvaceae,am
420,44012,Grewia monticola,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Grewia monticola,Grewia,monticola,Malvaceae,am
421,44013,Ochna natalitia,258,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Ochna natalitia,Ochna,natalitia,Ochnaceae,am
422,44014,Ximenia caffra,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Ximenia caffra,Ximenia,caffra,Olacaceae,am
423,44015,Phyllanthus reticulatus,19,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Phyllanthus reticulatus,Phyllanthus,reticulatus,Phyllanthaceae,am
424,44016,Flueggea virosa,9,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Flueggea virosa,Flueggea,virosa,Phyllanthaceae,am
425,44017,Ziziphus mucronata,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Ziziphus mucronata,Ziziphus,mucronata,Rhamnaceae,am
426,44018,Pavetta schumanniana,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Pavetta schumanniana,Pavetta,schumanniana,Rubiaceae,am
427,44019,Zanthoxylum capense,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Zanthoxylum capense,Zanthoxylum,capense,Rutaceae,am
428,44020,Unidentified species,13,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Unidentified species,Unidentified,species,,am
429,44053,Rhus transvaalensis,8,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Rhus transvaalensis,Rhus,transvaalensis,Anacardiaceae,am
430,44054,Sclerocarya birrea,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am
431,44055,Searsia pyroides,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Searsia pyroides,Searsia,pyroides,Anacardiaceae,am
432,44056,Annona senegalensis,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Annona senegalensis,Annona,senegalensis,Annonaceae,am
433,44057,Ehretia obtusifolia,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
434,44058,Gymnosporia senegalensis,45,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Gymnosporia senegalensis,Gymnosporia,senegalensis,Celastraceae,am
435,44059,Gymnosporia heterophylla,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Gymnosporia heterophylla,Gymnosporia,heterophylla,Celastraceae,am
436,44060,Terminalia sericea,103,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Terminalia sericea,Terminalia,sericea,Combretaceae,am
437,44061,Combretum molle,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Combretum molle,Combretum,molle,Combretaceae,am
438,44062,Euclea natalensis,64,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Euclea natalensis,Euclea,natalensis,Ebenaceae,am
439,44063,Diospyros lycioides,49,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Diospyros lycioides,Diospyros,lycioides,Ebenaceae,am
440,44064,Diospyros mespiliformis,6,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Diospyros mespiliformis,Diospyros,mespiliformis,Ebenaceae,am
441,44065,Croton gratissimus,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Croton gratissimus,Croton,gratissimus,Euphorbiaceae,am
442,44066,Dichrostachys cinerea,114,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
443,44067,Dalbergia melanoxylon,60,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
444,44068,Peltophorum africanum,12,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Peltophorum africanum,Peltophorum,africanum,Leguminosae,am
445,44069,Mundulea sericea,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Mundulea sericea,Mundulea,sericea,Leguminosae,nfix
446,44070,Senna petersiana,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Senna petersiana,Senna,petersiana,Leguminosae,am
447,44071,Albizia versicolor,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Albizia versicolor,Albizia,versicolor,Leguminosae,nfix
448,44072,Strychnos madagascariensis,17,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Strychnos madagascariensis,Strychnos,madagascariensis,Loganiaceae,am
449,44073,Grewia flavescens,10,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Grewia flavescens,Grewia,flavescens,Malvaceae,am
450,44074,Grewia monticola,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Grewia monticola,Grewia,monticola,Malvaceae,am
451,44075,Ochna natalitia,12,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Ochna natalitia,Ochna,natalitia,Ochnaceae,am
452,44076,Ximenia caffra,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Ximenia caffra,Ximenia,caffra,Olacaceae,am
453,44077,Olea europaea,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Olea europaea,Olea,europaea,Oleaceae,am
454,44078,Flueggea virosa,21,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Flueggea virosa,Flueggea,virosa,Phyllanthaceae,am
455,44079,Antidesma venosum,10,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Antidesma venosum,Antidesma,venosum,Phyllanthaceae,am
456,44080,Phyllanthus reticulatus,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Phyllanthus reticulatus,Phyllanthus,reticulatus,Phyllanthaceae,am
457,44081,Kraussia floribunda,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Kraussia floribunda,Kraussia,floribunda,Rubiaceae,am
458,44082,Canthium,8,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Canthium NA,Canthium,NA,Rubiaceae ,am
459,44083,Unidentified species,15,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Unidentified species,Unidentified,species,,am
460,44084,Unidentified species,14,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRKA,0,0,0,NA,NA,UB,CONT,Unidentified species,Unidentified,species,,am
461,44129,Rhus transvaalensis,7,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Rhus transvaalensis,Rhus,transvaalensis,Anacardiaceae,am
462,44130,Sclerocarya birrea,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am
463,44131,Rhus pentheri,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Rhus pentheri,Rhus,pentheri,Anacardiaceae,am
464,44132,Searsia pyroides,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Searsia pyroides,Searsia,pyroides,Anacardiaceae,am
465,44133,Annona senegalensis,20,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Annona senegalensis,Annona,senegalensis,Annonaceae,am
466,44134,Ehretia obtusifolia,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
467,44135,Gymnosporia senegalensis,102,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Gymnosporia senegalensis,Gymnosporia,senegalensis,Celastraceae,am
468,44136,Gymnosporia heterophylla,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Gymnosporia heterophylla,Gymnosporia,heterophylla,Celastraceae,am
469,44137,Terminalia sericea,138,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Terminalia sericea,Terminalia,sericea,Combretaceae,am
470,44138,Combretum mossambicense,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Combretum mossambicense,Combretum,mossambicense,Combretaceae,am
471,44139,Combretum molle,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Combretum molle,Combretum,molle,Combretaceae,am
472,44140,Euclea natalensis,392,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Euclea natalensis,Euclea,natalensis,Ebenaceae,am
473,44141,Diospyros lycioides,60,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Diospyros lycioides,Diospyros,lycioides,Ebenaceae,am
474,44142,Diospyros whyteana,25,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Diospyros whyteana,Diospyros,whyteana,Ebenaceae,am
475,44143,Diospyros mespiliformis,17,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Diospyros mespiliformis,Diospyros,mespiliformis,Ebenaceae,am
476,44144,Dichrostachys cinerea,128,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
477,44145,Senna petersiana,31,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Senna petersiana,Senna,petersiana,Leguminosae,am
478,44146,Peltophorum africanum,22,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Peltophorum africanum,Peltophorum,africanum,Leguminosae,am
479,44147,Bauhinia galpinii,21,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Bauhinia galpinii,Bauhinia,galpinii,Leguminosae,am
480,44148,Acacia swazica,10,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Acacia swazica,Acacia,swazica,Leguminosae,ecto
481,44149,Cassia aethiopica,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Cassia aethiopica,Cassia,aethiopica,Leguminosae,am
482,44150,Acacia gerrardii,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Acacia gerrardii,Acacia,gerrardii,Leguminosae,nfix
483,44151,Albizia versicolor,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Albizia versicolor,Albizia,versicolor,Leguminosae,nfix
484,44152,Cassia transversali-seminata,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Cassia transversali-seminata,Cassia,transversali-seminata,Leguminosae,am
485,44153,Dalbergia melanoxylon,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
486,44154,Strychnos madagascariensis,14,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Strychnos madagascariensis,Strychnos,madagascariensis,Loganiaceae,am
487,44155,Strychnos spinosa,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Strychnos spinosa,Strychnos,spinosa,Loganiaceae,am
488,44156,Grewia flavescens,25,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Grewia flavescens,Grewia,flavescens,Malvaceae,am
489,44157,Dombeya rotunda,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Dombeya rotunda,Dombeya,rotunda,Malvaceae,am
490,44158,Heteropyxis natalensis,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Heteropyxis natalensis,Heteropyxis,natalensis,Myrtaceae,am
491,44159,Ochna natalitia,262,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Ochna natalitia,Ochna,natalitia,Ochnaceae,am
492,44160,Ximenia caffra,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Ximenia caffra,Ximenia,caffra,Olacaceae,am
493,44161,Olea europaea,125,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Olea europaea,Olea,europaea,Oleaceae,am
494,44162,Antidesma venosum,16,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Antidesma venosum,Antidesma,venosum,Phyllanthaceae,am
495,44163,Flueggea virosa,8,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Flueggea virosa,Flueggea,virosa,Phyllanthaceae,am
496,44164,Phyllanthus reticulatus,8,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Phyllanthus reticulatus,Phyllanthus,reticulatus,Phyllanthaceae,am
497,44165,Kraussia floribunda,19,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Kraussia floribunda,Kraussia,floribunda,Rubiaceae,am
498,44166,Pavetta schumanniana,10,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Pavetta schumanniana,Pavetta,schumanniana,Rubiaceae,am
499,44167,Hyperacanthus amoenus,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Hyperacanthus amoenus,Hyperacanthus,amoenus,Rubiaceae,am
500,44168,Zanthoxylum capense,57,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Zanthoxylum capense,Zanthoxylum,capense,Rutaceae,am
501,44169,Flacourtia indica,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Flacourtia indica,Flacourtia,indica,Salicaceae,am
502,44170,Canthium,46,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Canthium NA,Canthium,NA,Rubiaceae ,am
503,44171,Unidentified species,90,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Unidentified species,Unidentified,species,,am
504,44172,Unidentified species,23,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRNU,0,0,0,NA,NA,UB,CONT,Unidentified species,Unidentified,species,,am
505,44217,Sclerocarya birrea,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRSH,0,0,0,NA,NA,UB,CONT,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am
506,44218,Rhus transvaalensis,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRSH,0,0,0,NA,NA,UB,CONT,Rhus transvaalensis,Rhus,transvaalensis,Anacardiaceae,am
507,44219,Rhus pentheri,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRSH,0,0,0,NA,NA,UB,CONT,Rhus pentheri,Rhus,pentheri,Anacardiaceae,am
508,44220,Searsia pyroides,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRSH,0,0,0,NA,NA,UB,CONT,Searsia pyroides,Searsia,pyroides,Anacardiaceae,am
509,44221,Annona senegalensis,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRSH,0,0,0,NA,NA,UB,CONT,Annona senegalensis,Annona,senegalensis,Annonaceae,am
