,X,oldspec,Abundance,SurveyUnits,SurveyType,SurveyYear,SurveyID,SiteName,Site,Plot,FireFreq,FireEvents,FirePeriod,FireStart,FireLast,FireType,FireSeason,GenusSpecies,genus,species,Family,symb
286,43739,Lonchocarpus capassa,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.5,21.5,43,1954,1997,P,AUG,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
287,43740,Senna petersiana,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.5,21.5,43,1954,1997,P,APR,Senna petersiana,Senna,petersiana,Leguminosae,am
288,43741,Grewia flava,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.5,21.5,43,1954,1997,P,DEC,Grewia flava,Grewia,flava,Malvaceae,am
289,43742,Grewia flava,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.5,21.5,43,1954,1997,P,FEB,Grewia flava,Grewia,flava,Malvaceae,am
290,43766,Sclerocarya birrea,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,APR,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am
291,43767,Ehretia obtusifolia,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,AUG,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
292,43768,Ehretia obtusifolia,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,OCT,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
293,43769,Commiphora africana,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,AUG,Commiphora africana,Commiphora,africana,Burseraceae,am
294,43770,Commiphora africana,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,OCT,Commiphora africana,Commiphora,africana,Burseraceae,am
295,43771,Gymnosporia senegalensis,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,OCT,Gymnosporia senegalensis,Gymnosporia,senegalensis,Celastraceae,am
296,43772,Combretum imberbe,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,OCT,Combretum imberbe,Combretum,imberbe,Combretaceae,am
297,43773,Combretum imberbe,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,APR,Combretum imberbe,Combretum,imberbe,Combretaceae,am
298,43774,Colophospermum mopane,303,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,APR,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
299,43775,Colophospermum mopane,254,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,DEC,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
300,43776,Colophospermum mopane,249,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,AUG,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
301,43777,Colophospermum mopane,188,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,OCT,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
302,43778,Colophospermum mopane,44,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,FEB,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
303,43779,Dichrostachys cinerea,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,APR,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
304,43780,Dichrostachys cinerea,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,DEC,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
305,43781,Acacia karroo,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,OCT,Acacia karroo,Acacia,karroo,Leguminosae,nfix
306,43782,Acacia nigrescens,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,FEB,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
307,43783,Acacia nigrescens,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,AUG,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
308,43784,Acacia tortilis,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,AUG,Acacia tortilis,Acacia,tortilis,Leguminosae,nfix
309,43785,Dalbergia melanoxylon,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,DEC,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
310,43786,Dichrostachys cinerea,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,OCT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
311,43787,Grewia flava,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,OCT,Grewia flava,Grewia,flava,Malvaceae,am
312,43788,Grewia flava,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.5,21.5,43,1954,1997,P,DEC,Grewia flava,Grewia,flava,Malvaceae,am
313,43826,Ehretia obtusifolia,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,DEC,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
314,43827,Ehretia obtusifolia,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,OCT,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
315,43828,Gymnosporia senegalensis,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,FEB,Gymnosporia senegalensis,Gymnosporia,senegalensis,Celastraceae,am
316,43829,Gymnosporia senegalensis,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,OCT,Gymnosporia senegalensis,Gymnosporia,senegalensis,Celastraceae,am
317,43830,Combretum imberbe,6,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,FEB,Combretum imberbe,Combretum,imberbe,Combretaceae,am
318,43831,Combretum mossambicense,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,OCT,Combretum mossambicense,Combretum,mossambicense,Combretaceae,am
319,43832,Combretum imberbe,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,OCT,Combretum imberbe,Combretum,imberbe,Combretaceae,am
320,43833,Combretum imberbe,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,DEC,Combretum imberbe,Combretum,imberbe,Combretaceae,am
321,43834,Combretum imberbe,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,AUG,Combretum imberbe,Combretum,imberbe,Combretaceae,am
322,43835,Combretum imberbe,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,APR,Combretum imberbe,Combretum,imberbe,Combretaceae,am
323,43836,Terminalia prunioides,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,AUG,Terminalia prunioides,Terminalia,prunioides,Combretaceae,am
324,43837,Colophospermum mopane,141,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,AUG,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
325,43838,Colophospermum mopane,59,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,DEC,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
326,43839,Colophospermum mopane,45,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,OCT,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
327,43840,Lonchocarpus capassa,36,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,DEC,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
328,43841,Lonchocarpus capassa,35,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,APR,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
329,43842,Dichrostachys cinerea,28,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,DEC,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
330,43843,Dichrostachys cinerea,20,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,APR,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
331,43844,Dichrostachys cinerea,19,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,FEB,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
332,43845,Colophospermum mopane,13,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,FEB,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
333,43846,Albizia harveyi,10,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,FEB,Albizia harveyi,Albizia,harveyi,Leguminosae,nfix
334,43847,Dichrostachys cinerea,9,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,OCT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
335,43848,Lonchocarpus capassa,9,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,FEB,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
336,43849,Dichrostachys cinerea,8,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,AUG,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
337,43850,Albizia petersiana,7,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,FEB,Albizia petersiana,Albizia,petersiana,Leguminosae,nfix
338,43851,Albizia harveyi,6,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,DEC,Albizia harveyi,Albizia,harveyi,Leguminosae,nfix
339,43852,Albizia harveyi,6,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,OCT,Albizia harveyi,Albizia,harveyi,Leguminosae,nfix
340,43853,Albizia petersiana,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,AUG,Albizia petersiana,Albizia,petersiana,Leguminosae,nfix
341,43854,Lonchocarpus capassa,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,AUG,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
342,43855,Acacia nigrescens,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,APR,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
343,43856,Albizia harveyi,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,AUG,Albizia harveyi,Albizia,harveyi,Leguminosae,nfix
344,43857,Dalbergia melanoxylon,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,DEC,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
345,43858,Colophospermum mopane,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,APR,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
346,43859,Dalbergia melanoxylon,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,AUG,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
347,43860,Lonchocarpus capassa,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,OCT,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
348,43861,Acacia karroo,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,DEC,Acacia karroo,Acacia,karroo,Leguminosae,nfix
349,43862,Albizia petersiana,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.5,21.5,43,1954,1997,P,OCT,Albizia petersiana,Albizia,petersiana,Leguminosae,nfix
350,43887,Ehretia obtusifolia,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,DEC,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
351,43888,Ehretia obtusifolia,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,AUG,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
352,43889,Commiphora africana,22,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,OCT,Commiphora africana,Commiphora,africana,Burseraceae,am
353,43890,Commiphora africana,12,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,APR,Commiphora africana,Commiphora,africana,Burseraceae,am
354,43891,Commiphora africana,8,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,FEB,Commiphora africana,Commiphora,africana,Burseraceae,am
355,43892,Commiphora africana,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,DEC,Commiphora africana,Commiphora,africana,Burseraceae,am
356,43893,Commiphora africana,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,AUG,Commiphora africana,Commiphora,africana,Burseraceae,am
357,43894,Gymnosporia senegalensis,12,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,AUG,Gymnosporia senegalensis,Gymnosporia,senegalensis,Celastraceae,am
358,43895,Gymnosporia senegalensis,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,APR,Gymnosporia senegalensis,Gymnosporia,senegalensis,Celastraceae,am
359,43896,Colophospermum mopane,261,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,DEC,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
360,43897,Colophospermum mopane,193,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,OCT,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
361,43898,Colophospermum mopane,145,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,AUG,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
362,43899,Colophospermum mopane,119,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,FEB,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
363,43900,Colophospermum mopane,109,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,APR,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
364,43901,Dichrostachys cinerea,17,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,DEC,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
365,43902,Dichrostachys cinerea,8,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,OCT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
366,43903,Dichrostachys cinerea,8,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,APR,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
367,43904,Dichrostachys cinerea,7,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,FEB,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
368,43905,Lonchocarpus capassa,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,FEB,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
369,43906,Acacia nigrescens,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,DEC,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
370,43907,Grewia flava,22,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,OCT,Grewia flava,Grewia,flava,Malvaceae,am
371,43908,Grewia flava,13,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,DEC,Grewia flava,Grewia,flava,Malvaceae,am
372,43909,Flueggea virosa,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,DEC,Flueggea virosa,Flueggea,virosa,Phyllanthaceae,am
373,43910,Flueggea virosa,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.5,21.5,43,1954,1997,P,OCT,Flueggea virosa,Flueggea,virosa,Phyllanthaceae,am
374,43920,Ozoroa engleri,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,1,43,43,1954,1997,P,AUG,Ozoroa engleri,Ozoroa,engleri,Anacardiaceae,am
375,43921,Commiphora africana,20,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,1,43,43,1954,1997,P,AUG,Commiphora africana,Commiphora,africana,Burseraceae,am
376,43922,Terminalia prunioides,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,1,43,43,1954,1997,P,AUG,Terminalia prunioides,Terminalia,prunioides,Combretaceae,am
377,43923,Colophospermum mopane,327,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,1,43,43,1954,1997,P,AUG,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
378,43924,Acacia nigrescens,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,1,43,43,1954,1997,P,AUG,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
379,43925,Dalbergia melanoxylon,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,1,43,43,1954,1997,P,AUG,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
380,43926,Dichrostachys cinerea,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,1,43,43,1954,1997,P,AUG,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
381,43927,Acacia karroo,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,1,43,43,1954,1997,P,AUG,Acacia karroo,Acacia,karroo,Leguminosae,nfix
382,43928,Grewia flava,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,1,43,43,1954,1997,P,AUG,Grewia flava,Grewia,flava,Malvaceae,am
383,43935,Ehretia obtusifolia,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,1,43,43,1954,1997,P,AUG,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
384,43936,Commiphora africana,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,1,43,43,1954,1997,P,AUG,Commiphora africana,Commiphora,africana,Burseraceae,am
385,43937,Colophospermum mopane,328,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,1,43,43,1954,1997,P,AUG,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
386,43938,Dichrostachys cinerea,14,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,1,43,43,1954,1997,P,AUG,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
387,43939,Acacia tortilis,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,1,43,43,1954,1997,P,AUG,Acacia tortilis,Acacia,tortilis,Leguminosae,nfix
388,43940,Lonchocarpus capassa,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,1,43,43,1954,1997,P,AUG,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
389,43946,Combretum imberbe,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,1,43,43,1954,1997,P,AUG,Combretum imberbe,Combretum,imberbe,Combretaceae,am
390,43947,Albizia harveyi,29,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,1,43,43,1954,1997,P,AUG,Albizia harveyi,Albizia,harveyi,Leguminosae,nfix
391,43948,Colophospermum mopane,17,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,1,43,43,1954,1997,P,AUG,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
392,43949,Lonchocarpus capassa,9,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,1,43,43,1954,1997,P,AUG,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
393,43950,Dichrostachys cinerea,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,1,43,43,1954,1997,P,AUG,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
394,43956,Commiphora africana,6,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,1,43,43,1954,1997,P,AUG,Commiphora africana,Commiphora,africana,Burseraceae,am
395,43957,Colophospermum mopane,209,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,1,43,43,1954,1997,P,AUG,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
396,43958,Dichrostachys cinerea,22,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,1,43,43,1954,1997,P,AUG,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
397,43959,Acacia karroo,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,1,43,43,1954,1997,P,AUG,Acacia karroo,Acacia,karroo,Leguminosae,nfix
398,43960,Grewia flava,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,1,43,43,1954,1997,P,AUG,Grewia flava,Grewia,flava,Malvaceae,am
399,43991,Rhus pentheri,6,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Rhus pentheri,Rhus,pentheri,Anacardiaceae,am
400,43992,Sclerocarya birrea,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am
401,43993,Searsia pyroides,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Searsia pyroides,Searsia,pyroides,Anacardiaceae,am
402,43994,Ehretia obtusifolia,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
403,43995,Commiphora neglecta,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Commiphora neglecta,Commiphora,neglecta,Burseraceae,am
404,43996,Gymnosporia senegalensis,113,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Gymnosporia senegalensis,Gymnosporia,senegalensis,Celastraceae,am
405,43997,Gymnosporia heterophylla,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Gymnosporia heterophylla,Gymnosporia,heterophylla,Celastraceae,am
406,43998,Terminalia sericea,111,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerPretoriuskop,PRFA,0,0,0,NA,NA,UB,CONT,Terminalia sericea,Terminalia,sericea,Combretaceae,am
